Width,Height,Icing Thickness,Flavour,Wedding,Fancy,Price
7,7,4,chocolate,No,Very,12.96
10,10,5,chocolate,No,Somewhat,40.34
11,7,6,lemon,No,Somewhat,67.92
8,5,8,chocolate,No,No,14.21
9,6,8,marzipan,No,No,25.34
8,6,5,lemon,No,No,27.17
6,5,8,vanilla,No,Somewhat,8.69
9,7,7,chocolate,No,Somewhat,36.1
8,10,6,chocolate,No,Somewhat,60.77
12,10,5,chocolate,Yes,Very,68.69
10,5,7,chocolate,No,Somewhat,27.22
6,8,9,chocolate,No,Somewhat,17.99
10,9,7,chocolate,Yes,Somewhat,26.08
10,8,8,vanilla,No,Somewhat,48.97
13,6,7,vanilla,No,No,64.95
12,10,9,chocolate,No,No,60.65
11,7,7,vanilla,No,Very,42.44
10,5,9,chocolate,No,No,17.54
6,6,4,vanilla,No,No,10.26
6,6,9,chocolate,No,Somewhat,12.58
8,10,10,vanilla,No,Somewhat,24.34
6,9,10,vanilla,No,Somewhat,7.66
10,5,4,marzipan,No,No,17.68
13,9,7,chocolate,No,No,61.6
9,8,7,vanilla,No,Somewhat,42.06
6,5,11,chocolate,No,Somewhat,6.4
6,7,4,chocolate,No,Very,8.91
10,8,11,chocolate,No,Somewhat,25.2
13,13,11,marzipan,Yes,Very,81.7
9,6,10,lemon,No,No,23.79
12,14,7,chocolate,Yes,Somewhat,86.31
9,9,9,chocolate,No,No,18.72
6,8,8,strawberry,No,No,8.35
7,8,9,marzipan,No,Somewhat,12.76
12,9,9,marzipan,No,Somewhat,40.82
6,5,10,chocolate,No,No,6.59
10,8,9,chocolate,No,No,22.26
9,8,9,lemon,No,Somewhat,37.93
8,7,7,vanilla,No,Somewhat,31.12
6,4,9,vanilla,No,No,4.97
13,6,9,chocolate,No,No,34.93
9,9,12,lemon,No,Somewhat,14.64
11,7,5,chocolate,No,Somewhat,41.07
10,7,9,vanilla,No,Somewhat,26.69
11,10,8,strawberry,Yes,Somewhat,28.3
10,12,5,strawberry,Yes,Somewhat,70.83
7,7,10,chocolate,No,Somewhat,12.6
6,5,8,chocolate,No,Somewhat,11.0
8,7,7,chocolate,No,No,17.74
7,4,12,vanilla,No,Somewhat,6.18
12,8,6,strawberry,No,Somewhat,82.8
12,8,7,strawberry,No,No,48.95
7,8,11,chocolate,No,No,10.78
12,10,10,chocolate,Yes,Somewhat,27.8
6,13,8,vanilla,Yes,Very,24.19
9,8,9,vanilla,No,Very,27.72
5,5,8,vanilla,No,Somewhat,8.96
8,8,6,chocolate,No,Somewhat,35.7
10,8,6,strawberry,No,Very,25.66
10,5,6,strawberry,No,No,27.38
11,7,9,strawberry,No,No,26.49
11,8,11,strawberry,No,Somewhat,37.27
10,7,8,vanilla,No,No,26.3
14,8,8,strawberry,No,No,59.71
9,7,6,chocolate,No,Somewhat,28.9
5,7,7,vanilla,No,Very,9.92
5,7,10,chocolate,No,Very,7.25
9,7,8,vanilla,No,Somewhat,21.66
8,5,9,vanilla,No,No,16.71
6,7,10,chocolate,No,No,10.71
9,7,4,chocolate,No,No,32.77
13,7,10,vanilla,No,No,38.69
12,13,6,vanilla,Yes,No,65.15
6,6,8,vanilla,No,No,10.56
6,8,7,chocolate,No,No,10.69
8,6,7,vanilla,No,Very,14.33
14,7,6,chocolate,No,Somewhat,82.8
11,6,10,strawberry,No,Somewhat,26.76
10,8,6,lemon,No,Somewhat,47.82
12,6,8,chocolate,No,Somewhat,44.15
5,8,10,vanilla,No,Somewhat,5.94
8,10,9,strawberry,Yes,Somewhat,12.77
7,10,7,lemon,No,Somewhat,35.83
13,8,9,strawberry,No,No,42.49
9,9,8,chocolate,Yes,No,15.28
10,6,9,chocolate,No,No,29.69
14,10,11,strawberry,No,Somewhat,68.53
14,13,8,chocolate,Yes,Very,128.16
12,5,9,chocolate,No,Somewhat,25.24
9,5,4,chocolate,No,Somewhat,28.09
9,8,8,chocolate,No,Somewhat,32.66
7,8,7,chocolate,No,No,30.39
9,6,10,chocolate,No,Somewhat,20.61
11,8,7,chocolate,No,Somewhat,43.78
6,5,9,vanilla,No,Somewhat,9.22
12,12,7,vanilla,Yes,No,16.55
7,6,12,vanilla,No,No,4.75
5,5,6,marzipan,No,No,7.92
8,10,6,chocolate,No,No,35.42
14,8,7,vanilla,No,Somewhat,99.22
5,7,5,lemon,No,Somewhat,12.99
9,8,11,lemon,No,Somewhat,22.44
10,7,8,vanilla,No,Very,31.37
8,7,8,vanilla,No,Somewhat,19.44
8,6,6,chocolate,No,No,15.24
9,9,9,marzipan,No,Somewhat,31.21
11,10,8,lemon,No,Very,75.75
12,9,8,lemon,No,Somewhat,62.21
8,7,7,strawberry,No,No,26.61
8,6,6,marzipan,No,No,23.76
6,6,9,chocolate,No,Somewhat,11.93
6,8,8,strawberry,No,Somewhat,13.78
14,8,7,vanilla,No,Somewhat,64.11
6,11,9,vanilla,Yes,No,4.44
8,7,11,lemon,No,No,13.08
10,12,9,lemon,Yes,Somewhat,42.74
4,4,6,vanilla,No,Somewhat,3.13
10,7,9,vanilla,No,Somewhat,26.46
5,6,8,strawberry,No,Somewhat,5.51
11,4,6,chocolate,No,Somewhat,21.42
9,7,10,chocolate,No,No,15.34
4,5,12,vanilla,No,No,1.8
9,10,9,chocolate,No,Somewhat,30.35
14,10,12,chocolate,No,No,37.52
5,10,8,vanilla,Yes,Somewhat,7.16
9,5,6,lemon,No,No,24.6
4,10,10,marzipan,Yes,No,2.38
11,9,8,strawberry,No,Somewhat,77.58
14,8,9,strawberry,No,Somewhat,44.13
9,12,6,vanilla,Yes,Somewhat,36.06
4,7,9,vanilla,No,Somewhat,7.45
5,7,7,strawberry,No,Somewhat,9.5
9,12,8,chocolate,Yes,Somewhat,43.28
11,5,6,vanilla,No,Somewhat,40.0
7,5,9,strawberry,No,Somewhat,11.78
7,10,8,vanilla,No,No,14.52
9,6,7,strawberry,No,Somewhat,39.2
9,5,6,vanilla,No,Somewhat,17.6
8,4,8,lemon,No,Very,13.1
6,8,9,chocolate,No,Somewhat,10.24
8,8,8,vanilla,No,Somewhat,26.83
12,7,10,lemon,No,No,43.59
7,7,11,vanilla,No,Somewhat,12.38
8,9,10,chocolate,No,Somewhat,27.36
11,7,8,lemon,No,Somewhat,33.32
7,8,6,chocolate,No,Somewhat,27.5
7,11,7,chocolate,Yes,Somewhat,21.32
6,6,6,lemon,No,No,10.32
9,7,10,chocolate,No,Somewhat,24.28
8,6,8,chocolate,No,Somewhat,26.4
8,4,6,strawberry,No,Somewhat,11.7
10,7,10,lemon,No,Very,27.1
7,9,4,lemon,No,No,17.6
9,4,7,strawberry,No,No,19.6
10,5,11,strawberry,No,Somewhat,12.22
5,5,7,strawberry,No,No,8.8
6,4,4,chocolate,No,Somewhat,5.72
6,8,11,chocolate,No,Somewhat,9.06
10,7,7,chocolate,No,Somewhat,50.62
11,4,12,chocolate,No,Very,12.99
9,7,6,vanilla,No,Somewhat,31.9
13,9,9,strawberry,No,Somewhat,53.1
9,6,9,vanilla,No,No,18.78
10,9,7,chocolate,No,Very,49.09
12,7,10,vanilla,No,No,34.1
11,4,12,chocolate,No,Somewhat,10.5
5,5,11,chocolate,No,No,4.1
11,9,5,lemon,No,Somewhat,63.76
6,4,7,vanilla,No,Somewhat,9.63
11,6,11,lemon,No,Somewhat,33.35
5,8,8,lemon,No,Somewhat,11.75
10,8,5,strawberry,No,No,33.83
7,7,10,strawberry,No,No,8.23
10,8,7,chocolate,No,No,34.47
6,7,4,vanilla,No,Somewhat,12.14
11,12,11,vanilla,Yes,No,7.72
13,7,7,vanilla,No,No,50.93
8,6,10,vanilla,No,No,12.54
13,9,7,vanilla,No,Very,74.94
9,5,10,chocolate,No,Very,11.55
8,7,7,vanilla,No,Somewhat,24.25
9,6,7,chocolate,No,Somewhat,23.76
9,8,8,strawberry,No,Somewhat,28.76
11,9,7,vanilla,No,No,46.4
9,5,12,vanilla,No,No,8.64
11,9,4,vanilla,No,No,43.56
8,6,6,chocolate,No,Somewhat,18.25
7,11,6,strawberry,Yes,No,13.48
5,6,7,chocolate,No,Very,11.64
12,7,9,lemon,No,No,54.28
7,9,5,vanilla,Yes,No,8.86
13,8,12,lemon,No,Somewhat,29.77
10,7,7,chocolate,No,Somewhat,61.34
14,8,5,chocolate,No,Somewhat,93.67
13,7,8,vanilla,No,Somewhat,83.92
4,7,9,vanilla,No,Somewhat,4.17
9,6,7,chocolate,No,Somewhat,26.84
4,6,11,strawberry,No,Very,2.22
11,9,12,vanilla,No,Somewhat,24.11
4,7,10,chocolate,No,Somewhat,4.07
10,4,7,vanilla,No,No,21.49
8,4,7,vanilla,No,Somewhat,17.67
7,4,8,vanilla,No,No,7.3
9,6,8,vanilla,No,Somewhat,26.99
8,5,9,lemon,No,Somewhat,21.91
9,7,5,chocolate,No,Somewhat,30.02
7,8,8,strawberry,No,No,17.43
10,10,9,strawberry,No,Somewhat,43.53
5,7,10,chocolate,No,Somewhat,8.97
10,7,9,marzipan,No,Somewhat,39.37
11,6,10,chocolate,No,Somewhat,31.8
8,8,7,chocolate,No,Somewhat,29.7
9,10,10,chocolate,No,Very,28.51
11,8,7,chocolate,No,Somewhat,63.12
6,4,7,vanilla,No,Very,5.86
9,6,7,vanilla,No,Somewhat,21.34
10,6,9,vanilla,No,Somewhat,26.24
12,12,10,lemon,Yes,Somewhat,68.07
6,4,7,vanilla,No,Somewhat,7.72
13,7,8,chocolate,No,No,51.19
8,6,12,marzipan,No,Somewhat,9.07
13,8,11,coffee,No,No,47.39
11,5,6,vanilla,No,Somewhat,43.06
6,8,7,strawberry,No,Somewhat,16.93
5,5,9,strawberry,No,Somewhat,6.37
10,6,5,vanilla,No,Somewhat,29.01
8,5,5,chocolate,No,Somewhat,18.48
10,4,6,strawberry,No,Somewhat,22.18
11,7,8,chocolate,No,No,41.28
6,9,10,vanilla,Yes,Somewhat,5.53
9,4,10,lemon,No,No,7.8
11,5,8,chocolate,No,Somewhat,25.75
6,5,6,chocolate,No,Somewhat,13.03
9,8,9,raspberry,No,Very,22.12
14,7,6,lemon,No,Somewhat,75.46
7,5,7,vanilla,No,Somewhat,11.23
10,6,11,vanilla,No,Somewhat,14.26
8,5,9,vanilla,No,No,17.46
12,6,9,vanilla,No,No,34.14
11,5,8,chocolate,No,Somewhat,40.52
10,6,8,strawberry,No,Somewhat,36.1
5,7,6,lemon,No,No,10.32
12,10,6,vanilla,No,No,85.74
6,7,10,chocolate,No,Very,12.95
11,6,7,strawberry,No,Somewhat,35.99
6,8,10,vanilla,Yes,Somewhat,6.84
7,7,12,vanilla,No,No,10.6
6,5,6,chocolate,No,Somewhat,7.96
7,7,9,chocolate,No,Somewhat,16.45
8,8,7,marzipan,No,Somewhat,25.05
5,7,6,vanilla,No,Somewhat,7.78
11,8,7,strawberry,No,No,43.7
12,8,7,chocolate,No,No,57.42
11,5,6,chocolate,No,Somewhat,39.4
7,5,4,marzipan,No,No,9.14
11,7,6,vanilla,No,Very,37.76
8,5,6,chocolate,No,Somewhat,14.4
8,6,9,chocolate,No,No,11.64
8,6,8,chocolate,No,Somewhat,16.85
11,7,8,vanilla,No,Very,45.04
10,6,8,lemon,No,No,19.58
7,7,6,chocolate,No,No,28.31
8,5,6,lemon,No,Somewhat,22.54
13,7,6,chocolate,No,Somewhat,91.55
9,12,8,chocolate,Yes,Very,62.73
7,7,6,chocolate,No,Somewhat,19.58
8,8,5,chocolate,Yes,Somewhat,15.75
4,6,9,vanilla,No,Very,2.26
7,7,7,chocolate,No,No,22.8
8,7,9,lemon,No,Somewhat,30.24
6,7,6,strawberry,No,Somewhat,14.0
5,5,10,strawberry,No,No,4.67
6,7,6,vanilla,No,No,12.14
11,6,9,vanilla,No,Very,31.97
11,8,9,vanilla,No,No,44.58
6,4,8,chocolate,No,Somewhat,7.08
6,4,12,vanilla,No,Somewhat,2.58
7,6,10,vanilla,No,Somewhat,8.28
10,7,8,strawberry,No,Somewhat,31.37
13,9,9,chocolate,No,No,89.85
9,7,7,vanilla,No,No,16.3
8,14,5,chocolate,Yes,Very,62.27
12,9,12,vanilla,No,Somewhat,20.96
10,6,9,lemon,No,Very,29.2
13,10,4,lemon,No,No,114.37
10,5,6,chocolate,No,Somewhat,28.0
14,10,9,vanilla,No,No,90.55
6,8,11,chocolate,No,Somewhat,11.2
13,8,5,strawberry,No,No,73.22
7,10,9,vanilla,No,Somewhat,26.99
7,4,7,chocolate,No,Somewhat,12.38
8,9,9,chocolate,No,Somewhat,27.73
13,9,10,vanilla,No,Somewhat,49.54
11,8,8,lemon,No,No,54.26
12,13,10,chocolate,Yes,Somewhat,55.94
8,7,7,lemon,No,No,20.87
9,7,6,chocolate,No,Very,37.95
9,8,6,chocolate,No,No,53.93
12,9,8,chocolate,No,Somewhat,51.92
13,8,9,lemon,No,Very,61.7
10,5,6,lemon,No,Somewhat,29.88
5,11,8,vanilla,Yes,Somewhat,10.63
8,7,10,chocolate,No,No,14.55
10,10,9,vanilla,No,Somewhat,50.3
10,5,8,chocolate,No,Somewhat,21.47
8,6,11,chocolate,No,No,14.51
13,9,7,lemon,No,Somewhat,82.35
8,10,11,chocolate,Yes,Somewhat,13.76
10,7,9,chocolate,No,No,19.6
10,6,9,chocolate,No,Somewhat,30.14
13,8,4,chocolate,No,Somewhat,90.85
13,10,6,lemon,No,Somewhat,175.24
8,8,10,chocolate,No,Somewhat,27.03
5,6,7,chocolate,No,Somewhat,8.56
7,4,5,marzipan,No,Somewhat,15.21
7,6,10,chocolate,No,No,6.5
7,8,7,strawberry,No,No,16.89
7,6,7,vanilla,No,Somewhat,12.51
7,6,11,vanilla,No,No,6.55
9,7,10,strawberry,No,No,16.04
8,5,12,strawberry,No,Somewhat,6.93
8,9,8,vanilla,No,Somewhat,36.54
11,8,4,vanilla,No,Somewhat,49.49
11,11,11,vanilla,Yes,No,11.5
14,10,5,vanilla,No,Somewhat,141.91
7,5,6,marzipan,No,Somewhat,15.56
7,8,9,strawberry,No,No,12.16
10,7,11,strawberry,No,No,19.39
10,7,4,marzipan,No,Very,18.12
13,7,11,vanilla,No,Somewhat,26.57
12,7,11,lemon,No,Somewhat,41.66
7,4,7,chocolate,No,No,10.72
8,10,8,vanilla,No,No,25.4
13,8,11,vanilla,No,Very,32.11
11,13,8,lemon,Yes,Somewhat,84.9
5,5,5,lemon,No,Somewhat,9.63
10,5,6,strawberry,No,No,17.89
11,7,6,strawberry,No,Somewhat,67.76
10,9,10,vanilla,No,No,21.74
10,6,10,lemon,No,Somewhat,21.1
8,7,8,vanilla,No,No,19.36
12,5,9,lemon,No,No,30.07
14,8,6,strawberry,No,Very,79.15
11,6,12,chocolate,No,Very,24.02
9,6,9,chocolate,No,No,16.3
9,4,6,vanilla,No,No,20.16
7,9,7,vanilla,No,Somewhat,23.49
7,8,12,lemon,No,No,12.76
8,5,11,lemon,No,Somewhat,16.69
10,7,8,vanilla,No,No,26.61
12,6,6,vanilla,No,No,51.6
9,7,10,lemon,No,Somewhat,23.9
11,7,9,chocolate,No,Somewhat,39.36
9,8,9,chocolate,No,Somewhat,36.9
9,8,6,chocolate,No,No,31.95
7,7,9,vanilla,No,Very,11.38
12,6,12,strawberry,No,Somewhat,22.55
10,6,10,vanilla,No,No,19.34
11,5,8,raspberry,No,No,26.18
5,4,9,chocolate,No,Somewhat,4.51
8,9,6,strawberry,No,Somewhat,31.81
13,7,9,chocolate,No,Somewhat,66.53
11,7,12,chocolate,No,Somewhat,29.39
7,7,6,chocolate,No,No,23.52
4,7,6,vanilla,No,No,5.35
7,8,11,chocolate,No,Somewhat,10.62
14,7,9,marzipan,No,No,57.41
11,7,7,chocolate,No,Somewhat,34.02
4,4,6,marzipan,No,Somewhat,5.04
11,6,8,chocolate,No,Somewhat,32.03
7,8,10,lemon,No,Somewhat,14.18
7,9,6,strawberry,No,Very,15.62
8,8,10,lemon,No,Somewhat,26.06
11,8,9,strawberry,No,No,37.23
7,9,7,vanilla,No,No,16.34
5,5,7,chocolate,No,Somewhat,9.36
13,9,8,chocolate,No,No,66.05
7,7,8,vanilla,No,Somewhat,20.16
11,6,5,marzipan,No,Somewhat,40.94
11,5,8,vanilla,No,Somewhat,25.96
11,7,7,lemon,No,Very,42.12
10,5,6,chocolate,No,Somewhat,29.34
12,8,11,strawberry,No,Somewhat,36.45
4,9,4,vanilla,Yes,No,1.94
11,9,8,vanilla,No,Somewhat,48.22
10,8,9,chocolate,No,Somewhat,27.62
11,7,10,vanilla,No,Somewhat,24.9
7,6,7,lemon,No,Very,12.56
6,7,12,vanilla,No,No,6.19
14,7,4,vanilla,No,Somewhat,97.36
7,6,7,chocolate,No,Somewhat,12.69
5,5,9,vanilla,No,No,4.84
13,6,7,vanilla,No,Somewhat,73.66
13,9,6,chocolate,No,Somewhat,90.48
8,6,6,vanilla,No,Somewhat,24.77
12,9,6,vanilla,No,No,57.33
7,5,7,chocolate,No,Somewhat,18.5
12,7,11,strawberry,No,Somewhat,38.85
12,12,7,lemon,Yes,No,34.63
7,7,12,chocolate,No,Somewhat,9.35
8,5,7,vanilla,No,Somewhat,24.71
14,8,6,chocolate,No,No,132.47
7,7,11,chocolate,No,No,9.74
13,8,5,strawberry,No,Somewhat,66.0
7,8,12,vanilla,No,Very,9.85
12,8,6,vanilla,No,No,69.36
12,9,7,chocolate,No,Somewhat,70.04
7,8,5,lemon,No,No,23.52
8,6,8,chocolate,No,Somewhat,26.75
10,7,7,chocolate,No,Somewhat,45.94
7,7,7,chocolate,No,Very,25.7
9,4,9,chocolate,No,Somewhat,21.84
13,7,8,vanilla,No,No,45.58
12,6,7,strawberry,No,Somewhat,69.06
9,8,8,vanilla,No,No,31.34
9,7,7,vanilla,No,Very,32.21
9,9,7,marzipan,No,Very,39.31
12,6,8,strawberry,No,No,48.66
10,11,4,chocolate,Yes,Somewhat,50.18
10,6,8,strawberry,No,No,32.26
13,8,9,vanilla,No,Very,42.62
9,9,9,marzipan,No,Somewhat,30.45
12,8,6,chocolate,No,No,62.42
10,9,7,marzipan,Yes,Very,38.89
12,6,7,lemon,No,Somewhat,66.53
10,8,10,raspberry,No,No,28.62
6,8,10,vanilla,No,No,10.3
11,7,7,vanilla,No,Somewhat,60.05
11,5,10,strawberry,No,No,16.0
14,10,5,chocolate,No,Somewhat,126.88
8,14,5,vanilla,Yes,No,13.01
9,10,8,chocolate,Yes,No,24.05
7,7,9,vanilla,No,Somewhat,15.8
12,7,9,chocolate,No,Somewhat,38.37
9,9,10,marzipan,No,Somewhat,27.38
4,4,7,chocolate,No,No,4.54
10,8,7,lemon,No,No,49.96
9,5,9,marzipan,No,Somewhat,16.93
13,6,6,chocolate,No,Somewhat,45.27
10,7,7,chocolate,No,Very,31.72
13,8,10,chocolate,No,Somewhat,40.53
8,6,9,chocolate,No,No,14.9
7,8,4,vanilla,No,No,21.22
11,7,9,chocolate,No,No,34.82
5,5,10,vanilla,No,Somewhat,4.22
8,14,5,vanilla,Yes,Very,61.24
5,12,8,vanilla,Yes,Somewhat,9.98
10,7,11,lemon,No,Somewhat,28.52
12,6,11,vanilla,No,Somewhat,20.64
7,7,6,vanilla,No,Somewhat,23.76
11,5,9,chocolate,No,No,25.41
8,12,7,lemon,Yes,Somewhat,35.52
9,4,10,chocolate,No,Somewhat,13.65
13,6,11,chocolate,No,No,35.28
8,13,6,strawberry,Yes,Somewhat,49.72
8,5,9,vanilla,No,Very,11.96
11,12,8,coffee,Yes,Somewhat,74.11
5,6,8,strawberry,No,Somewhat,6.04
12,7,10,chocolate,No,Somewhat,43.07
10,7,7,chocolate,No,Somewhat,33.78
8,8,7,lemon,No,No,38.18
6,13,12,lemon,Yes,No,8.16
13,6,7,coffee,No,Very,71.32
12,13,9,vanilla,Yes,Somewhat,70.5
8,8,7,chocolate,No,No,27.81
12,7,7,chocolate,No,Very,49.62
6,7,10,vanilla,No,Somewhat,9.87
10,5,8,strawberry,No,Very,22.13
10,7,7,chocolate,No,No,37.31
11,7,6,vanilla,No,Somewhat,45.63
12,7,6,vanilla,No,No,77.62
11,7,6,vanilla,No,No,27.49
5,6,11,lemon,No,Somewhat,8.06
10,13,5,vanilla,Yes,No,21.97
6,6,8,chocolate,No,Somewhat,11.14
10,9,9,vanilla,Yes,Somewhat,24.4
12,6,11,chocolate,No,Somewhat,23.87
12,11,9,marzipan,Yes,Somewhat,33.73
7,14,9,vanilla,Yes,Somewhat,24.95
10,9,9,chocolate,Yes,Very,45.65
9,8,5,lemon,No,Somewhat,55.56
10,10,5,chocolate,Yes,Somewhat,38.56
11,9,10,chocolate,Yes,Somewhat,30.79
11,5,5,marzipan,No,No,33.96
6,4,8,coffee,No,No,7.45
11,7,8,strawberry,No,Somewhat,59.21
5,8,7,strawberry,No,Somewhat,12.44
6,8,6,vanilla,No,Somewhat,19.87
14,9,4,vanilla,No,Somewhat,75.73
7,10,10,strawberry,No,Somewhat,16.43
9,8,12,lemon,No,No,10.27
10,6,6,vanilla,No,No,46.28
12,10,5,vanilla,No,Somewhat,78.03
10,7,7,chocolate,No,Somewhat,55.28
9,8,8,lemon,No,No,34.37
13,7,7,chocolate,No,No,57.93
11,7,12,chocolate,No,No,20.62
9,10,7,chocolate,No,Somewhat,52.94
8,8,9,chocolate,No,No,15.81
7,7,7,vanilla,No,Very,9.94
11,5,12,lemon,No,No,15.78
10,5,7,chocolate,No,Somewhat,22.95
4,4,7,chocolate,No,No,2.66
5,6,8,chocolate,No,Somewhat,7.76
7,4,10,chocolate,No,No,9.42
12,6,7,chocolate,No,Somewhat,42.67
11,7,11,lemon,No,No,29.78
6,5,6,vanilla,No,No,12.35
5,8,12,lemon,No,Somewhat,5.33
11,7,5,chocolate,No,No,30.17
9,8,6,chocolate,No,No,55.19
14,12,8,lemon,Yes,Somewhat,97.28
12,9,7,chocolate,No,Somewhat,64.2
11,7,8,vanilla,No,Somewhat,43.93
7,7,7,chocolate,No,Very,16.57
14,10,11,lemon,No,Somewhat,68.25
7,9,12,vanilla,No,No,6.94
10,6,6,lemon,No,No,54.05
14,7,8,vanilla,No,Somewhat,44.32
12,8,5,chocolate,No,No,74.58
7,7,11,chocolate,No,Somewhat,11.02
6,7,9,vanilla,No,Very,8.06
10,8,11,vanilla,No,Somewhat,34.76
14,12,4,chocolate,Yes,Somewhat,68.13
11,12,10,lemon,Yes,Somewhat,63.05
8,5,6,chocolate,No,Very,14.44
12,6,7,strawberry,No,Somewhat,39.02
10,8,9,chocolate,No,Somewhat,43.34
10,8,8,chocolate,No,No,35.38
9,8,9,chocolate,No,Somewhat,32.91
10,4,9,strawberry,No,Somewhat,17.11
5,5,10,vanilla,No,Somewhat,6.29
9,4,9,vanilla,No,No,13.01
7,7,9,vanilla,No,Somewhat,20.16
12,9,5,marzipan,No,Somewhat,74.88
10,7,11,lemon,No,No,29.11
6,7,5,vanilla,No,No,15.31
8,6,6,chocolate,No,No,26.0
6,5,7,chocolate,No,No,10.28
10,7,10,vanilla,No,No,23.32
8,8,7,vanilla,No,Somewhat,37.87
12,11,8,marzipan,Yes,Somewhat,64.83
9,9,8,lemon,No,No,29.72
11,7,8,vanilla,No,Somewhat,43.24
11,6,7,vanilla,No,Somewhat,53.35
11,10,10,lemon,No,No,47.0
12,9,6,vanilla,No,Somewhat,115.02
8,5,5,marzipan,No,Somewhat,12.47
13,6,10,chocolate,No,Somewhat,36.36
8,8,8,chocolate,No,Very,21.16
8,9,7,chocolate,No,Somewhat,31.05
8,7,11,vanilla,No,Somewhat,14.18
6,8,11,chocolate,No,No,10.69
9,4,10,chocolate,No,No,15.11
6,6,9,vanilla,No,No,9.32
9,8,5,chocolate,No,Somewhat,35.26
8,9,7,vanilla,No,Somewhat,37.07
8,7,5,lemon,No,Somewhat,37.41
7,9,7,vanilla,Yes,Very,21.92
6,6,8,vanilla,No,Somewhat,13.06
9,5,9,chocolate,No,Somewhat,20.66
8,9,11,lemon,No,Somewhat,14.2
10,5,8,strawberry,No,Somewhat,25.1
13,10,9,strawberry,No,No,74.75
5,11,9,lemon,Yes,No,5.27
7,6,6,chocolate,No,No,12.78
11,4,4,vanilla,No,No,14.0
11,9,8,chocolate,Yes,Somewhat,38.94
10,6,11,vanilla,No,No,13.5
11,6,6,strawberry,No,Somewhat,63.18
14,10,6,raspberry,No,Somewhat,126.14
5,6,10,vanilla,No,Somewhat,5.49
5,4,6,chocolate,No,No,4.7
7,7,9,chocolate,No,No,14.07
6,9,10,chocolate,No,No,8.29
11,10,7,chocolate,Yes,Somewhat,51.48
9,8,7,vanilla,No,Somewhat,36.63
6,4,8,marzipan,No,No,6.85
6,7,6,vanilla,No,Somewhat,14.47
7,5,9,chocolate,No,Very,5.85
9,6,6,chocolate,No,Somewhat,43.65
7,4,4,chocolate,No,Somewhat,7.76
10,7,8,strawberry,No,No,30.02
12,8,7,strawberry,No,Somewhat,41.62
11,7,7,strawberry,No,No,49.96
10,6,9,chocolate,No,No,15.27
5,8,8,chocolate,No,No,11.83
10,7,7,vanilla,No,Somewhat,40.6
11,5,8,vanilla,No,Somewhat,26.18
7,13,6,vanilla,Yes,No,15.8
5,6,5,vanilla,No,No,5.51
6,6,9,vanilla,No,No,10.12
9,8,9,chocolate,No,Somewhat,26.96
9,8,5,strawberry,No,Somewhat,35.59
8,7,7,vanilla,No,No,16.27
9,12,11,chocolate,Yes,Somewhat,30.24
10,6,9,chocolate,No,Somewhat,27.86
8,6,11,raspberry,No,Very,7.78
6,6,5,vanilla,No,No,9.89
7,7,9,chocolate,No,No,18.0
5,5,10,chocolate,No,No,4.93
12,10,11,chocolate,No,Somewhat,57.92
11,4,9,chocolate,No,Somewhat,20.55
7,13,7,marzipan,Yes,Somewhat,25.78
13,6,6,chocolate,No,No,66.53
9,5,7,marzipan,No,Somewhat,26.96
11,7,7,lemon,No,Somewhat,46.55
8,8,4,lemon,No,Somewhat,24.62
10,14,8,chocolate,Yes,No,29.29
8,9,9,lemon,No,Somewhat,26.25
7,6,9,strawberry,No,No,8.85
5,8,12,marzipan,No,Somewhat,4.23
6,11,7,strawberry,Yes,No,4.64
6,8,9,vanilla,No,No,10.89
7,6,9,lemon,No,Somewhat,11.63
14,7,8,strawberry,No,No,76.38
8,12,4,vanilla,Yes,Somewhat,28.45
9,7,6,vanilla,No,Somewhat,25.42
6,12,8,lemon,Yes,Somewhat,14.26
4,6,7,chocolate,No,Somewhat,6.65
11,8,6,lemon,No,Somewhat,86.33
13,7,10,marzipan,No,Somewhat,42.12
8,5,9,strawberry,No,Somewhat,10.79
12,11,5,chocolate,Yes,Somewhat,64.86
8,7,7,vanilla,No,No,28.66
11,10,5,vanilla,No,Somewhat,48.44
10,5,8,chocolate,No,No,14.46
8,4,9,chocolate,No,Somewhat,10.84
8,8,9,chocolate,No,Somewhat,33.13
10,9,8,marzipan,No,Somewhat,45.56
11,6,11,chocolate,No,Very,14.76
6,5,10,chocolate,No,Somewhat,4.78
10,6,6,vanilla,No,Somewhat,41.72
12,6,8,vanilla,No,No,37.8
7,10,11,chocolate,No,Somewhat,13.45
10,10,7,strawberry,No,No,57.44
11,8,8,strawberry,No,No,24.76
6,4,7,vanilla,No,Somewhat,11.64
11,13,8,chocolate,Yes,Somewhat,47.09
5,7,6,vanilla,No,No,12.25
11,7,9,lemon,No,Somewhat,46.08
10,9,11,chocolate,No,Somewhat,43.49
13,7,7,vanilla,No,No,42.77
6,6,9,chocolate,No,No,9.9
13,6,5,chocolate,No,Somewhat,49.23
5,7,9,strawberry,No,Somewhat,5.35
11,7,5,strawberry,No,Somewhat,41.26
13,6,10,strawberry,No,Very,30.69
9,8,10,lemon,No,No,15.67
10,4,6,vanilla,No,Somewhat,21.55
8,5,6,vanilla,No,No,17.6
14,10,5,strawberry,No,No,135.97
7,7,9,lemon,No,Somewhat,23.73
